Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,PAL,PAL_kategori
23,Male,84.7,1.65,166,120,61,1.48,1437.3,Strength,15.7,2.78,2,1,31.0,2.03,Very Active
18,Female,120.7,1.7,169,164,51,1.15,911.7,Yoga,32.5,3.55,2,3,41.9,1.909,Very Active
52,Male,56.0,1.63,178,147,59,1.27,1109.3,Yoga,11.5,2.22,2,3,21.2,2.491,Very Active
42,Male,150.0,1.57,179,132,62,1.98,1605.2,Cardio,18.4,2.79,4,2,35.6,2.31,Very Active
36,Male,60.1,1.59,199,152,61,0.52,736.0,Strength,25.1,3.62,4,3,23.6,1.745,Active
31,Female,71.5,1.81,197,152,71,1.62,1641.1,HIIT,22.6,1.65,5,2,21.7,1.68,Active
58,Female,104.5,1.92,194,161,68,1.77,1079.1,Cardio,16.5,3.48,4,1,28.5,1.783,Active
100,Male,103.1,1.86,189,131,61,1.59,899.4,HIIT,15.3,2.95,3,1,29.7,1.482,Low Active
41,Female,112.6,1.76,179,127,58,1.97,880.6,Cardio,13.0,2.44,4,3,36.5,2.27,Very Active
37,Female,78.9,1.53,171,155,52,1.22,1678.9,Yoga,25.2,1.93,1,2,33.8,1.743,Active
42,Male,72.5,1.61,197,144,71,1.24,332.0,Cardio,30.2,2.06,4,2,28.1,1.599,Low Active
57,Female,20.0,1.51,180,165,58,0.76,679.2,Yoga,22.3,1.58,5,2,20.2,2.19,Very Active
19,Male,65.1,1.89,189,145,70,1.49,1139.6,HIIT,10.4,1.76,5,3,18.3,1.307,Sedentary
46,Female,120.6,1.53,197,151,69,0.99,337.2,HIIT,22.7,1.78,5,1,51.6,2.288,Very Active
33,Female,63.2,1.74,167,143,69,1.12,1437.1,HIIT,13.9,2.97,3,2,20.9,2.128,Very Active
28,Female,20.0,1.85,195,126,65,1.01,426.9,Strength,17.5,3.63,2,3,28.8,2.374,Very Active
46,Male,88.1,1.92,171,146,55,1.27,1696.6,Yoga,17.7,2.14,5,1,23.9,2.352,Very Active
55,Female,66.9,3.0,184,121,53,1.6,1681.2,Strength,34.8,2.94,2,1,21.1,1.544,Low Active
36,Male,42.6,1.84,173,165,57,0.82,398.3,HIIT,12.6,2.5,0,2,12.5,1.406,Low Active
40,Female,110.6,1.91,170,133,70,1.13,1138.3,Cardio,27.3,2.9,5,3,30.2,2.494,Very Active
19,Male,123.2,1.56,190,150,62,1.73,1681.4,Cardio,10.9,2.2,4,2,50.9,1.755,Active
52,Female,102.8,1.66,163,149,51,0.76,1556.7,HIIT,10.2,1.81,1,2,37.5,1.613,Active
47,Male,87.5,1.66,161,132,53,1.63,1199.1,Yoga,31.8,3.01,4,1,31.6,1.638,Active
52,Female,78.5,1.6,173,125,59,0.53,1529.9,Cardio,22.9,3.32,1,1,30.8,1.489,Low Active
33,Female,87.4,1.52,196,144,65,1.25,1368.6,Strength,24.8,1.86,4,3,37.9,1.644,Active
26,Male,60.5,1.59,197,169,69,0.63,1622.8,HIIT,19.2,3.16,4,1,24.0,1.057,Sedentary
49,Female,123.6,1.65,181,124,62,0.87,1155.2,HIIT,20.0,1.87,2,3,45.3,1.98,Very Active
52,Male,118.8,1.51,181,124,67,1.01,1462.4,Yoga,23.0,2.49,2,1,51.9,1.574,Low Active
39,Male,99.5,1.8,197,141,60,1.32,1305.0,Yoga,16.9,1.68,4,1,30.9,1.35,Sedentary
55,Female,69.6,1.86,166,127,62,1.63,1261.1,HIIT,21.4,2.85,4,3,20.1,1.546,Low Active
28,Male,124.8,1.91,176,154,50,1.46,1307.1,HIIT,21.9,2.15,4,1,34.3,1.233,Sedentary
35,Male,128.0,1.55,191,156,67,1.29,1373.7,Cardio,31.3,2.73,1,1,53.0,2.132,Very Active
34,Male,84.8,1.79,197,133,66,0.63,380.2,Cardio,12.3,3.2,1,2,26.5,1.224,Sedentary
49,Male,101.6,1.9,187,142,53,0.96,1067.6,Cardio,22.7,3.28,5,3,28.2,1.367,Sedentary
40,Female,72.8,1.92,179,161,62,1.09,1155.4,Strength,28.4,1.97,5,2,19.8,1.551,Low Active
32,Female,77.5,1.83,185,140,53,1.99,1673.0,HIIT,23.7,1.59,1,1,23.1,1.137,Sedentary
32,Female,60.6,1.61,182,154,56,1.92,1502.0,Yoga,19.8,2.61,2,2,23.4,1.422,Low Active
27,Female,42.7,1.57,193,136,54,0.66,1278.0,HIIT,28.5,3.23,1,1,17.4,1.458,Low Active
27,Male,107.1,1.9,194,120,64,0.99,507.2,Cardio,31.4,3.27,3,1,29.8,1.558,Low Active
38,Female,43.1,1.55,169,143,57,1.27,1591.1,HIIT,32.8,3.29,4,2,17.9,1.14,Sedentary
20,Female,54.2,1.56,182,125,65,0.94,516.7,Cardio,20.8,2.58,4,3,22.2,1.266,Sedentary
43,Female,88.6,1.73,160,146,65,1.34,896.9,Yoga,33.4,3.4,2,1,29.6,1.49,Low Active
44,Female,99.2,1.95,160,157,62,1.58,1167.0,Strength,27.7,3.59,1,1,26.1,1.726,Active
37,Female,64.2,1.89,192,162,72,0.98,1013.8,Strength,33.5,2.67,2,1,18.0,1.504,Low Active
24,Female,55.3,1.82,199,150,58,0.59,1535.0,Yoga,23.6,2.59,2,1,16.8,2.409,Very Active
18,Male,67.9,1.83,164,144,66,0.86,1125.6,Strength,25.9,3.19,1,3,20.3,2.383,Very Active
43,Female,116.9,1.59,160,164,70,0.9,950.6,HIIT,10.8,1.67,5,3,46.5,1.934,Very Active
51,Female,93.1,1.97,172,167,52,1.14,905.4,Strength,14.5,2.98,1,2,24.1,1.525,Low Active
27,Male,68.0,1.99,163,155,69,1.76,1013.4,Strength,12.3,3.13,4,3,70.0,1.548,Low Active
5,Female,125.1,1.72,173,167,63,1.9,415.4,Strength,27.5,3.54,3,2,42.2,1.526,Low Active
19,Female,124.8,1.53,194,151,60,0.99,1096.0,Yoga,16.2,3.24,4,2,53.2,1.686,Active
56,Male,75.3,1.65,195,162,68,1.25,1072.3,HIIT,19.6,3.12,2,3,5.0,1.581,Low Active
100,Female,123.5,1.73,183,162,57,0.53,451.5,HIIT,13.2,2.41,2,1,41.4,1.496,Low Active
36,Male,86.2,1.57,177,150,63,0.9,1092.3,Yoga,11.1,2.89,4,1,35.0,1.951,Very Active
44,Male,108.2,1.68,186,144,57,0.69,973.2,Yoga,20.9,2.23,1,3,38.4,1.071,Sedentary
25,Female,65.2,1.57,173,169,57,1.28,1283.3,Yoga,11.9,3.28,4,1,26.4,1.389,Sedentary
50,Female,120.4,1.76,196,167,74,1.9,1545.0,Cardio,25.3,3.3,2,3,39.0,1.452,Low Active
50,Female,86.1,1.77,177,152,70,1.17,1290.4,Cardio,31.9,3.26,4,1,27.3,1.89,Active
50,Male,84.6,1.92,167,156,51,1.6,546.3,Yoga,16.7,2.26,3,1,22.9,1.778,Active
39,Female,90.0,1.55,176,127,62,1.59,612.7,Strength,22.5,3.68,3,3,37.5,2.46,Very Active
31,Female,108.0,1.6,173,157,57,1.01,860.0,Cardio,21.0,3.08,1,1,42.0,1.558,Low Active
19,Male,96.9,1.99,161,125,63,1.02,1327.9,Yoga,31.1,3.18,2,3,24.5,1.89,Active
41,Female,119.2,1.66,175,167,60,1.02,1597.5,Cardio,17.4,3.05,1,3,43.1,1.639,Active
58,Female,116.9,1.84,186,158,68,1.32,1350.6,HIIT,17.1,2.61,2,2,34.4,1.779,Active
46,Female,92.3,1.89,199,161,64,0.62,1452.1,Yoga,16.2,3.03,3,2,25.8,1.153,Sedentary
59,Female,42.7,1.59,168,158,50,1.42,372.5,Yoga,32.8,2.09,0,2,16.9,2.09,Very Active
21,Male,125.4,2.0,182,146,73,1.07,315.0,Yoga,23.5,1.78,3,2,31.4,1.247,Sedentary
17,Male,115.7,1.51,190,129,66,1.11,646.1,Cardio,11.4,2.81,4,1,51.1,2.025,Very Active
34,Male,45.3,1.65,188,132,52,1.66,512.1,Strength,22.9,3.53,2,3,16.6,1.65,Active
46,Male,128.6,1.52,180,147,65,1.15,1526.9,Strength,33.1,2.28,1,3,56.0,2.431,Very Active
31,Female,66.7,1.86,165,153,63,0.6,1738.9,Cardio,11.1,3.64,2,2,19.2,1.306,Sedentary
28,Female,111.3,1.94,181,141,65,0.78,1572.4,HIIT,26.8,3.32,3,1,29.5,2.477,Very Active
47,Male,46.8,1.83,195,120,53,1.23,1504.1,Cardio,27.9,3.09,5,1,14.0,1.174,Sedentary
59,Male,68.5,1.86,192,157,60,1.72,1748.8,Yoga,11.9,2.32,2,3,19.8,1.408,Low Active
17,Female,200.0,1.5,194,142,64,0.51,578.2,HIIT,22.6,2.9,4,3,24.1,1.186,Sedentary
19,Male,56.1,1.82,164,168,56,0.81,412.5,Strength,15.4,2.64,2,2,16.9,1.297,Sedentary
26,Male,74.0,1.73,166,133,67,0.56,1170.8,HIIT,23.6,2.67,2,3,24.7,1.387,Sedentary
31,Male,59.7,1.62,188,167,51,1.29,887.1,Strength,22.3,3.63,3,2,22.7,1.767,Active
40,Female,81.8,1.99,161,156,74,1.92,418.6,Strength,13.9,2.0,3,1,20.7,1.411,Low Active
25,Male,150.0,1.8,162,148,68,0.82,731.8,HIIT,21.7,2.24,5,3,30.9,1.881,Active
36,Female,82.3,1.98,160,122,67,0.96,1680.4,Cardio,30.7,1.74,2,1,21.1,1.258,Sedentary
35,Female,115.0,1.54,190,131,70,1.49,1351.5,Strength,25.5,3.46,1,3,48.7,1.505,Low Active
29,Female,118.5,1.58,160,150,61,1.07,801.1,Strength,13.9,2.05,3,2,47.6,1.81,Active
35,Female,89.3,1.57,180,132,67,1.13,404.2,Yoga,20.2,2.28,5,2,36.1,2.495,Very Active
16,Female,60.2,1.86,197,164,72,1.06,1038.2,Strength,11.4,1.91,4,1,17.3,2.169,Very Active
18,Male,110.9,1.61,198,160,54,1.74,336.4,HIIT,15.1,3.12,1,1,42.6,1.28,Sedentary
38,Male,121.3,1.55,160,153,66,1.56,732.0,Strength,28.1,1.92,5,2,50.3,1.101,Sedentary
27,Male,74.8,1.67,173,167,71,0.85,1771.9,HIIT,14.0,3.03,2,3,27.0,2.344,Very Active
59,Male,64.8,1.9,197,132,59,1.16,334.9,HIIT,14.8,2.97,2,3,17.9,2.179,Very Active
20,Female,100.5,1.89,188,126,70,1.3,1058.2,HIIT,16.2,1.99,0,2,28.1,2.128,Very Active
56,Male,57.6,1.82,161,125,70,1.1,1588.6,Yoga,11.0,2.17,2,1,17.4,1.456,Low Active
58,Male,92.1,1.7,178,138,55,1.55,876.0,Strength,20.6,2.43,2,3,32.0,2.208,Very Active
58,Female,92.8,1.74,190,142,62,0.54,765.3,HIIT,10.5,3.62,2,2,30.7,1.53,Low Active
46,Female,63.1,1.51,183,168,52,1.16,884.0,Strength,29.2,1.96,3,3,27.8,1.857,Active
57,Male,112.8,1.89,170,146,63,0.76,306.9,Cardio,31.6,2.6,2,2,31.6,1.743,Active
23,Male,63.2,1.61,172,169,54,0.53,1387.0,Yoga,14.2,3.08,5,1,24.3,1.54,Low Active
24,Female,110.1,1.63,164,143,57,0.81,578.0,HIIT,21.4,2.09,4,2,41.4,1.501,Low Active
51,Female,78.6,1.86,196,128,52,1.46,316.8,HIIT,21.4,2.64,5,3,22.6,1.366,Sedentary
56,Female,111.3,1.65,172,160,56,1.76,1259.3,Strength,22.3,3.19,4,2,40.7,1.849,Active
26,Male,61.8,2.0,175,128,74,1.91,305.9,Cardio,34.3,3.58,2,3,15.5,1.829,Active
25,Female,97.1,1.88,179,158,52,1.22,1518.0,Strength,14.4,2.43,3,3,27.4,1.841,Active
45,Female,88.4,2.0,195,136,54,1.09,1330.5,Cardio,11.3,1.71,1,1,22.1,1.504,Low Active
41,Female,85.2,1.51,168,139,62,1.38,359.3,Cardio,22.9,2.76,1,1,37.4,1.219,Sedentary
19,Male,52.2,1.62,168,149,73,0.7,1301.2,HIIT,20.7,2.17,2,1,19.9,1.728,Active
18,Female,88.0,1.56,173,137,57,0.62,736.3,Cardio,27.4,2.81,3,2,36.3,1.436,Low Active
18,Female,71.8,1.82,169,140,71,0.8,1032.6,HIIT,32.1,2.76,1,1,21.7,1.276,Sedentary
16,Female,62.4,1.86,164,161,71,0.68,325.1,Cardio,29.7,2.29,3,3,18.1,1.453,Low Active
56,Male,101.3,1.89,176,160,72,1.39,1047.1,Yoga,32.6,2.66,4,3,28.2,1.629,Active
29,Female,118.2,1.74,165,156,54,1.05,1129.5,Strength,30.2,3.02,1,1,39.0,1.35,Sedentary
28,Male,57.8,1.96,199,162,67,1.57,1159.3,Strength,25.0,1.7,1,2,15.1,2.406,Very Active
5,Male,106.1,1.79,199,153,55,1.05,1685.7,HIIT,27.9,2.31,4,3,33.2,1.391,Sedentary
37,Female,104.5,1.54,177,146,67,1.59,451.1,Strength,24.3,1.98,1,1,44.0,1.406,Low Active
50,Male,73.6,1.57,191,157,52,1.77,303.4,HIIT,24.5,2.31,1,2,29.7,1.663,Active
22,Male,82.4,1.57,173,141,61,0.82,346.6,Strength,17.6,2.7,1,1,33.2,1.879,Active
41,Male,92.1,1.82,160,160,65,1.84,1518.9,Cardio,34.5,3.48,4,3,27.7,1.269,Sedentary
37,Male,110.8,1.81,175,158,65,1.62,1689.3,Cardio,12.0,3.34,5,3,33.8,2.007,Very Active
18,Female,122.2,1.74,189,145,68,1.08,674.2,HIIT,21.1,2.2,2,1,40.6,1.581,Low Active
37,Male,111.3,1.99,177,168,55,1.79,303.3,HIIT,24.1,3.07,2,1,28.1,1.271,Sedentary
100,Female,46.0,1.99,161,134,56,1.63,1548.0,Strength,22.1,3.33,3,3,11.6,1.065,Sedentary
42,Female,121.9,1.94,194,151,64,0.94,352.4,Strength,12.0,2.78,1,2,32.5,1.451,Low Active
43,Female,51.2,1.93,183,169,74,1.1,623.7,Yoga,28.6,1.9,3,3,13.8,1.589,Low Active
33,Male,68.5,1.97,178,163,53,1.64,1611.7,HIIT,24.9,2.58,2,3,17.7,2.364,Very Active
45,Male,77.5,1.78,180,165,59,0.77,345.1,HIIT,24.8,1.53,3,3,24.5,1.088,Sedentary
30,Male,65.1,1.79,181,151,74,1.26,1743.9,Strength,32.4,2.95,4,3,60.0,1.58,Low Active
57,Male,180.0,1.78,167,157,66,0.71,635.2,Strength,25.6,2.53,5,3,20.9,1.274,Sedentary
53,Female,97.8,1.95,172,139,68,1.86,908.3,HIIT,13.4,2.25,2,3,25.8,2.188,Very Active
31,Male,63.2,1.52,167,146,64,1.18,662.3,HIIT,28.8,2.61,3,1,27.4,1.178,Sedentary
51,Female,97.2,1.65,181,158,53,1.45,1157.1,Yoga,34.5,2.79,1,3,35.6,1.994,Very Active
38,Male,20.0,1.71,165,133,66,1.13,1421.5,Cardio,26.3,2.19,4,1,37.4,1.394,Sedentary
41,Female,126.9,1.71,176,168,66,0.9,1089.1,Yoga,25.4,3.66,10,2,43.5,1.356,Sedentary
34,Female,70.7,1.77,194,122,51,0.75,691.3,Yoga,17.1,1.55,1,2,22.5,1.597,Low Active
16,Male,100.2,1.87,191,140,57,0.52,1765.8,HIIT,32.3,3.08,5,2,28.5,1.398,Sedentary
16,Female,41.4,1.82,166,137,73,1.44,982.9,HIIT,22.2,2.88,4,2,12.5,2.397,Very Active
45,Female,67.7,1.64,167,124,61,1.06,408.1,HIIT,29.6,2.64,1,1,25.0,2.093,Very Active
32,Male,61.6,1.64,183,127,70,0.89,843.9,Yoga,32.5,3.33,4,1,60.0,1.474,Low Active
53,Female,82.7,1.7,174,120,51,1.25,978.9,Strength,10.5,2.0,5,2,28.8,2.234,Very Active
44,Male,117.4,1.77,166,130,57,1.16,962.2,HIIT,21.8,2.35,4,3,37.4,1.095,Sedentary
50,Female,55.4,1.57,177,140,65,1.28,1307.3,HIIT,15.7,3.54,5,1,22.5,1.861,Active
35,Male,58.1,1.62,194,159,69,1.78,934.3,HIIT,15.1,3.23,5,1,22.2,2.104,Very Active
37,Male,69.8,1.56,161,149,62,1.96,1337.2,Cardio,17.9,2.69,2,3,28.7,2.46,Very Active
37,Female,105.3,1.98,167,141,70,1.32,1346.9,Yoga,25.2,2.41,4,1,26.8,2.042,Very Active
51,Female,117.4,1.74,165,164,61,1.66,794.4,Cardio,10.4,2.3,2,1,38.9,1.536,Low Active
45,Female,70.3,1.86,184,150,58,0.74,1465.9,Cardio,31.0,3.55,5,1,20.2,1.32,Sedentary
38,Male,111.4,1.96,168,121,72,1.38,1043.6,Yoga,15.3,2.1,5,3,29.0,1.307,Sedentary
30,Male,104.2,1.96,179,154,61,1.21,890.8,Strength,19.0,3.29,3,2,27.0,1.06,Sedentary
33,Male,104.7,1.75,187,145,69,0.57,1194.7,Strength,20.8,2.4,1,2,34.3,1.442,Low Active
34,Male,49.8,1.55,164,125,72,1.93,1289.3,Yoga,23.1,1.52,5,3,20.6,1.236,Sedentary
26,Female,83.6,1.99,195,136,71,0.88,1393.7,Yoga,30.5,1.78,2,2,21.1,2.439,Very Active
28,Male,121.7,1.62,172,145,61,1.96,718.4,Cardio,14.8,2.36,3,2,46.5,1.91,Very Active
22,Female,47.2,1.9,172,168,63,1.93,345.3,Strength,34.3,1.63,1,1,13.2,1.251,Sedentary
29,Female,118.5,1.86,172,143,51,0.56,520.1,Cardio,16.3,2.42,4,3,34.4,1.84,Active
44,Female,51.4,1.78,189,155,66,1.15,1023.9,Strength,10.2,2.58,4,1,16.2,1.745,Active
34,Male,108.9,1.74,184,122,54,1.68,859.8,Strength,13.9,3.13,3,3,36.2,1.6,Low Active
49,Female,74.5,1.67,169,147,63,1.01,1496.5,Cardio,19.1,3.49,1,3,26.9,2.244,Very Active
29,Female,129.8,1.75,173,121,53,1.72,1450.4,Cardio,31.4,2.95,1,3,42.5,1.59,Low Active
35,Male,57.5,1.57,180,140,61,1.84,1612.2,Cardio,30.2,2.54,4,2,23.5,1.508,Low Active
24,Male,85.5,1.82,183,151,73,0.76,714.7,HIIT,20.0,2.92,3,3,25.7,1.178,Sedentary
32,Male,91.1,1.52,199,166,58,1.69,1462.7,Cardio,11.8,2.15,4,1,39.4,1.803,Active
16,Female,47.4,1.71,186,125,52,0.91,1011.6,Strength,18.2,3.22,5,3,16.2,1.293,Sedentary
57,Male,49.3,1.92,195,164,65,1.46,1000.1,Strength,26.5,3.11,3,3,13.4,1.699,Active
40,Male,53.0,1.91,197,151,55,1.96,696.9,Yoga,16.4,2.85,1,3,14.5,1.633,Active
39,Female,105.6,1.98,198,144,59,1.72,981.2,Cardio,13.6,2.78,5,1,27.0,1.436,Low Active
27,Male,87.3,1.99,198,159,71,1.54,1694.5,HIIT,19.0,3.26,2,2,22.1,1.377,Sedentary
33,Female,104.3,1.72,176,147,68,1.23,828.0,Yoga,28.7,2.06,3,1,35.3,1.817,Active
44,Male,116.4,1.5,171,161,62,0.98,667.0,HIIT,29.9,2.82,3,2,51.4,2.067,Very Active
41,Male,85.9,1.87,181,159,72,0.55,358.0,Yoga,11.6,2.67,4,1,24.5,1.164,Sedentary
38,Male,80.8,1.76,175,144,66,0.99,956.6,Yoga,18.3,2.21,1,2,26.2,1.358,Sedentary
42,Male,103.5,1.77,165,146,55,0.63,489.9,Strength,29.1,2.78,4,3,33.2,1.101,Sedentary
44,Male,43.9,1.79,199,134,67,0.58,1184.6,HIIT,18.4,1.51,2,1,13.7,1.617,Active
51,Female,20.0,1.81,179,128,50,0.98,1276.0,Cardio,31.6,2.15,5,3,15.1,2.425,Very Active
33,Female,51.5,1.82,195,131,72,0.66,1570.7,HIIT,24.2,2.24,3,3,60.0,1.975,Very Active
45,Female,86.9,2.0,168,134,62,1.89,1174.9,Strength,18.6,2.51,2,1,21.8,1.525,Low Active
57,Female,98.8,1.93,165,139,50,1.07,1624.0,Strength,23.8,2.67,2,1,26.6,1.493,Low Active
52,Male,112.2,1.57,165,123,68,1.39,1247.7,Cardio,31.5,3.04,4,2,45.5,2.046,Very Active
50,Female,45.1,1.78,168,120,62,0.99,1666.8,Yoga,26.2,3.42,5,3,14.2,2.169,Very Active
33,Male,123.7,1.8,187,143,53,1.87,1681.2,Yoga,18.9,2.14,4,3,38.3,2.19,Very Active
21,Female,67.3,1.86,171,137,73,1.33,1399.6,Cardio,17.6,3.0,4,1,19.5,1.418,Low Active
55,Female,108.0,1.88,160,169,50,1.21,1698.9,HIIT,17.3,3.01,4,3,30.7,1.188,Sedentary
39,Female,128.5,2.5,198,129,64,1.84,1036.7,Yoga,33.4,2.45,2,2,44.7,2.111,Very Active
40,Female,82.3,1.52,173,121,65,1.38,508.6,HIIT,16.5,1.65,1,3,35.5,2.456,Very Active
38,Male,46.6,1.61,199,126,68,1.56,1141.2,HIIT,17.1,2.55,3,1,18.0,2.475,Very Active
53,Female,105.8,1.72,181,153,57,0.61,1482.7,HIIT,34.8,1.58,2,2,35.8,1.483,Low Active
41,Female,113.0,1.94,171,151,72,1.59,850.5,Strength,10.6,1.61,1,3,30.0,1.275,Sedentary
19,Male,96.4,1.77,175,159,67,1.33,727.2,Strength,13.4,3.48,1,3,30.8,1.439,Low Active
29,Female,125.5,1.66,179,129,59,1.54,885.9,HIIT,28.3,2.65,1,3,45.3,1.928,Very Active
23,Female,116.7,1.88,184,132,73,1.23,635.0,Cardio,19.8,2.84,1,2,33.1,1.984,Very Active
46,Female,47.1,1.83,165,163,56,0.76,1064.4,HIIT,20.7,2.83,2,1,14.1,1.039,Sedentary
30,Male,107.7,1.52,178,140,66,0.78,1683.3,Cardio,27.6,2.0,3,3,60.0,1.231,Sedentary
31,Male,50.6,1.97,161,151,74,1.24,1442.4,Yoga,15.1,1.97,5,1,13.0,1.52,Low Active
58,Female,84.4,1.66,188,122,58,1.56,1370.0,Strength,25.8,2.01,3,1,30.8,1.296,Sedentary
24,Female,85.8,1.72,164,159,60,1.51,592.8,Strength,20.2,2.27,5,1,29.1,1.378,Sedentary
36,Female,77.0,1.76,170,129,64,1.98,433.8,HIIT,14.1,2.16,3,2,24.8,1.884,Active
19,Male,108.2,1.56,181,156,71,1.92,1241.6,Yoga,27.5,1.94,4,2,44.5,1.0,Sedentary
48,Female,45.0,1.98,168,135,55,1.26,809.6,Cardio,31.3,2.65,5,3,11.5,1.837,Active
17,Male,63.0,1.75,173,128,64,1.35,891.2,Yoga,21.9,3.38,1,2,20.5,1.566,Low Active
19,Female,48.7,1.57,166,169,67,1.91,382.2,Strength,22.3,3.39,10,1,19.9,1.443,Low Active
43,Male,49.4,1.88,195,134,68,1.41,1705.5,Cardio,12.9,2.98,2,3,14.0,1.79,Active
32,Male,58.5,1.82,175,169,67,1.43,1167.4,HIIT,28.6,3.13,3,3,17.6,1.506,Low Active
59,Female,76.5,1.98,177,148,52,1.08,1189.5,HIIT,24.8,3.16,4,1,19.5,2.193,Very Active
16,Male,47.2,1.93,189,153,68,1.04,1207.2,Cardio,17.6,2.59,2,3,12.7,1.837,Active
21,Male,112.0,2.5,182,123,55,0.95,539.9,Yoga,20.4,3.35,3,3,33.3,1.303,Sedentary
25,Male,98.6,1.6,177,163,61,0.66,1034.4,Strength,26.1,2.52,2,2,38.5,1.84,Active
44,Female,40.9,1.74,179,168,67,1.75,923.8,Strength,15.8,2.06,4,3,13.5,1.689,Active
17,Female,92.6,1.71,188,126,51,1.86,595.6,Strength,22.0,1.51,5,2,31.7,1.092,Sedentary
23,Male,126.9,1.96,161,122,60,0.59,1675.3,Yoga,34.5,2.27,4,1,33.2,1.667,Active
34,Female,42.9,1.97,160,124,59,1.11,1530.4,Strength,17.9,2.65,4,2,11.0,1.263,Sedentary
25,Female,74.1,1.59,197,147,59,0.71,878.1,Yoga,16.2,2.97,2,2,29.4,2.206,Very Active
50,Female,103.4,1.63,168,140,61,1.04,745.9,HIIT,32.7,1.79,2,1,39.1,1.357,Sedentary
39,Male,112.1,1.54,167,128,64,1.22,1588.6,HIIT,28.9,3.16,5,3,47.6,1.481,Low Active
53,Female,92.9,1.96,176,161,68,0.97,380.3,Yoga,13.5,3.41,3,2,24.2,1.39,Sedentary
39,Male,86.1,1.84,174,158,59,1.79,1073.7,Cardio,33.3,2.38,2,3,25.5,2.298,Very Active
45,Female,121.6,1.74,180,121,53,0.72,996.0,Strength,27.7,2.58,1,3,40.1,1.879,Active
33,Male,77.6,1.54,172,147,63,1.41,679.1,HIIT,11.7,3.63,2,3,32.6,1.523,Low Active
55,Female,81.5,1.66,196,120,71,1.11,549.4,Strength,28.7,2.69,5,2,29.7,1.538,Low Active
24,Female,93.9,1.97,164,153,73,0.66,674.6,HIIT,31.5,3.29,5,3,24.2,1.572,Low Active
39,Male,70.1,1.75,186,168,70,1.87,846.9,Strength,21.1,3.25,2,3,22.8,2.294,Very Active
23,Male,51.8,1.91,194,132,64,1.07,1215.8,Yoga,21.0,2.53,3,2,14.2,1.711,Active
33,Female,109.2,3.0,166,160,61,0.56,793.8,Yoga,23.4,3.61,5,2,32.1,2.437,Very Active
18,Female,46.5,1.52,190,125,52,0.66,1468.8,Yoga,10.6,3.48,3,2,20.0,1.641,Active
47,Female,125.8,1.71,172,143,61,1.1,1684.8,Cardio,21.0,3.14,4,3,42.9,1.62,Active
35,Female,43.1,1.94,165,128,50,1.85,1053.8,Cardio,29.4,2.13,3,2,11.4,2.408,Very Active
20,Female,74.4,1.72,185,150,73,1.05,1464.1,Strength,33.5,1.98,5,3,25.1,1.438,Low Active
46,Male,82.2,1.67,181,150,56,1.72,542.3,Yoga,19.2,2.41,5,3,29.4,1.46,Low Active
29,Male,44.3,1.98,195,167,72,0.99,1536.0,HIIT,22.5,2.27,1,1,11.3,1.452,Low Active
29,Female,77.5,1.81,171,129,63,1.91,1122.0,Yoga,17.0,2.1,1,3,23.6,2.342,Very Active
28,Male,57.9,1.82,198,145,57,0.99,654.0,HIIT,26.7,2.12,1,2,17.6,2.018,Very Active
58,Male,58.6,1.81,160,147,55,1.35,1395.3,Cardio,22.2,3.57,4,1,17.9,2.402,Very Active
19,Female,108.5,1.99,164,150,55,1.66,640.2,Yoga,32.8,3.7,4,2,27.3,2.403,Very Active
48,Male,44.0,1.92,186,168,66,0.58,934.3,Strength,21.0,1.64,2,2,11.9,1.043,Sedentary
40,Male,122.4,1.71,167,138,55,0.9,953.1,Strength,17.5,2.95,5,3,42.0,1.573,Low Active
59,Male,42.8,1.73,170,141,67,1.51,331.5,Strength,31.9,1.88,3,3,14.3,1.51,Low Active
27,Male,68.6,1.98,186,165,55,1.39,1737.1,Cardio,32.4,3.48,5,1,17.5,1.421,Low Active
39,Female,114.6,1.7,189,127,66,1.32,802.4,Strength,28.2,3.47,3,1,39.7,1.594,Low Active
28,Male,123.9,1.63,172,135,61,1.5,666.1,Yoga,17.5,2.12,4,3,46.5,1.771,Active
21,Female,46.2,1.57,179,151,55,1.45,631.3,Strength,33.7,2.25,4,2,18.7,2.242,Very Active
36,Male,68.6,1.78,177,142,62,0.52,979.6,Cardio,17.7,2.4,2,2,21.7,1.425,Low Active
46,Female,89.4,1.56,173,139,74,1.93,513.2,Yoga,21.8,3.27,5,2,36.8,1.253,Sedentary
41,Female,115.4,1.87,174,146,66,1.66,1574.1,Yoga,15.8,1.6,1,2,33.2,1.851,Active
48,Male,79.8,1.56,173,133,63,1.74,689.9,HIIT,32.2,3.11,1,2,32.9,1.261,Sedentary
40,Female,54.2,1.8,186,135,59,0.75,868.8,HIIT,30.0,2.59,3,3,16.8,1.049,Sedentary
26,Female,115.8,2.5,196,120,59,0.51,707.5,Yoga,26.3,1.54,3,3,35.8,1.371,Sedentary
53,Male,68.8,1.2,177,123,64,0.79,1414.4,Yoga,28.2,2.42,1,1,29.8,1.207,Sedentary
